name,name:en
慈云街,Ciyun Street
裕德路,Yude Road
双峰路,Shuangfeng Road
华容路,Huarong Road
宛平路,Wanping Road
辛耕路,Xingeng Road
双峰北路,North Shuangfeng Road
东安公园,Dong'an Park
茶陵北路,North Chaling Road
茶陵路,Chaling Road
零陵路,Lingling Road
零陵北路,North Lingling Road
合宝路,Hebao Road
医学院路,Yixueyuan Road
平江路,Pingjiang Road
清真路,Qingzhen Road
炎虹路,Yanhong Road
正阳路,Zhengyang Road
局门后路,Shunchang Road
丽园公园,Liyuan Park
厅西路,Tingxi Road
徽宁路,Huining Road
普育西支路,West Puyu Feeder Road
天柱山路,Tianzhushan Road
海南西弄,West Hainan Lane
蓬莱公园,Penglai Park
车站支路,Chezhan Feeder Road
车站东路,East Chezhan Road
小闸镇街,Xiaozhazhen Street
徐虹北路,North Xuhong Road
虹桥路 996 弄,996 Hongqiao Road
黎平路,Liping Road
太平桥公园,Taipingqiao Park
湖滨路,Hubin Road
淮茂绿地,Huaimao Green
襄阳公园,Xiangyang Park
绍兴路,Shaoxing Road
复旦招待所,Fudan Guest House
国年路蔬菜场,Guonian Road Vegetable Market
复旦第五宿舍,Fudan No. 5 Dormitory
复旦第十宿舍,Fudan No. 10 Dormitory
四平小区,Siping Community
复旦第八宿舍,Fudan No. 8 Dormitory
登辉环路,Denghui Ring Road
复旦第四宿舍,Fudan No. 4 Dormitory
复旦游泳馆,Fudan Swimming Pool
复旦附小学,Fudan Elementary School
复旦第七宿舍,Fudan No. 7 Dormitory
复旦第六宿舍,Fudan No. 6 Dormitory
复旦第三宿舍,Fudan No. 3 Dormitory
文科图书馆,Wenke Library
复旦第一宿舍,Fudan No. 1 Dormitory
复旦第二宿舍,Fudan No. 2 Dormitory
复旦附中宿舍,Fudan Middle School Dormitory
复旦大学附属中学,Fudan Middle School
复旦第十一宿舍,Fudan No. 11 Dormitory
南苑专家楼,Nanyuan Specialist Building
复旦第十二宿舍,Fudan No. 12 Dormitory
复旦第九宿舍,Fudan No. 9 Dormitory
武川路,Wuchuan Road
新镇路,Xinshen Road
报春路,Baochun Road
莘松路,Xinsong Road
古方路,Gufang Road
罗秀路,Luoxiu Road
梅陇西路,West Meilong Road
金园五路,Jinyuan No.5 Road
临夏路,Linxia Road
临洮路,Lintao Road
武都路,Wudu Road
金园八路,Jinyuan No.8 Road
榆中路,Yuzhong Road
环镇西路,West Huanzhen Road
田州路,Tianzhou Road
福建中路,Middle Fujian Road
四行仓库,Sihang Warehouse
西藏路,Middle Xizang Road
河南中路,Henan Rd. (M)
台湾路,Taiwan Road
靖远街,Jingyuan Street
星东路,Xingdong Road
沪松公路,HuSong Highway
长宁游泳中心,Shining Swimming Stadium
上海国际体操中心,Shanghai International Gymnastics Centre
岭南公园,Lingnan Park
中星星阳苑,Zhongxingxingyangyuan
和康路,Hekang Road
泉临路,Quanlin Road
北康路,Beikang Road
共泉路,Gongquan Road
场中小区,Changzhong Community
彭浦新村二小,Pengpu Xincun No. 2 Elementary
彭顺小区,Pengshun Community
彭浦地段医院,Pengpu Area Hospital
久隆模范中学,Jiulong Model Middle School
爱建新家园,Aijian New Family Gardens
宝成桥,Baochen Bridge
叶家宅南路,South Yejiazhai Road
泰州路,Taizhou Road
国顺东路,Guoshun Rd. (E)
西凌江路,West Lingjiang Road
凌环路,Linghuan Road
影前路,Yingqian Road
凌高路,Linggao Road
高新河路,Gaoxinhe Road
同港路,Tonggang Road
高桥公园,Gaoqiao Park
慈善街,Cishan Street
张学街,Zhangxue Street
高桥 • 东街,Gaoqiao • East Street
东义路,Dongyi Road
上钦路,Shangqin Road
上革路,Shangge Road
淞行路,Songxing Road
政和路,Zhenghe Road
淞军路,Songjun Road
集发大道,Jifa Avenue
友宜支路,Youyi Feeder Road
眉州支路,Meizhou Feeder Road
韩城路,Hancheng Road
德林路,Delin Road
荷香路,Hexiang Road
意威路,Yiwei Road
高荷路,Gaohe Road
和龙路,Helong Road
东海三路,Donghaisan Road
东海一路,Donghaiyi Road
西里路,Xili Road
丹格路,Dange Road
长江三路,Changjiangsan Road
长江二路,Changjianger Road
经四路,Jingsi Road
经三路,Jingsan Road
纬一路,Weiyi Road
纬二路,Weier Road
纬三路,Weisan Road
东海二路,Donghaier Road
冰克路,Bingke Road
日滨路,Ribin Road
芬辛路,Fenxin Road
滨江森林公园,Binjiang Forest Park
外高桥港区,Waigaoqiao Port Zone
船舶污水处理厂,Shipping Wastewater Plant
经一路,Jingyi Road
高东新路,Gaodongxin Road
国和大厦,Guohe Tower
高翔环路,Gaoxiang Ring Road
高东二路,Gaodong No. 2 Road
城中路,Chengzhong Road
嘉唐公路,Jiatang Highway
宝钱公路,Baoqian Highway
墅沟路,Shugou Road
程家桥支路,Chengjiaqiao Branch Road
文翔东路,East WenXiang Road
新松江路,XinSongJiang Road
沁春路,Qinchun Road
横沥河,Hengli River
练祁河,Lianqi River
淀浦河,Dianpu River
姚泾河,YaoJing River
小横潦泾,XiaoHengLiaJing River
龙兴港,LongXingGang River
秀春塘,XiuChunTang River
施贤港,ShiXianGang River
大邱泾,DaQiuJing River
龙泉港,Longquan River
立跃路,Liyue Road
陈行公路,Chenhang Highway
万芳路,Wanfang Road
永年路,Yongnian Road
花旗集团大厦,Citigroup Tower
北京西路,West Beijing Road
平武路,Pingwu Road
华山路 1520 弄,1520 Huashan Road
泰安路,Tai'an Road
香花桥路,Xianghuaqiao Road
定西路 710 弄,710 Dingxi Road
杨宅路,Yangzhai Road
昭化路,Zhaohua Road
种德桥路,Zhongdeqiao Road
张虹路,Zhanghong Road
秀山路,Xiushan Road
秀山支路,Xiushan Branch Road
三鲁公路,Sanlu Highway
林恒路,Linheng Road
黄浦江/Huangpu River,Huangpu River
中央大道,Zhongyang Avenue
三号路,Sanhao Road
建新路,Jianxin Road
建中路,Jianzhong Road
苏近路,Sujin Road
塘浦路,Tangpu Road
芦跃路,Luyue Road
双泉路,Shuangquan Road
春雷路,Chunlei Road
绥化路,Suihua Road
庆安路,Qing'an Road
龙镇路,Longzhen Road
北安路,Bei'an Road
德都路,Dedu Road
安家路,Anjia Road
四元路,Siyuan Road
月巷路,Yuexiang Road
川巷路Chuanxiang,Chuanxiang Road
练祁路,Lianqi Road
联水路,Lianshui Road
鹤林路,Helin Road
杨南路,Yangnan Road
春和路,Chunhe Road
园和路,Yuanhe Road
富乐路,Fule Road
锦乐路,Jinle Road
锦宏路,Jinhong Road
锦富路,Jinfu Road
富乐支路,Fule Feeder Road
克东路,Kedong Road
梅岭南路,South Meiling Road
李村路,Licun Road
安边路,Anbian Road
东栅桥路,Dongshanqiao Road
金园二路,Jinyuan No.2 Road
绥徳路,Suide Road
吴杨东路,Wuyang Rd. (E.)
虞姬墩路,Yujidun Road
北栅桥路,Beishanqiao Road
西栅桥路,Xishanqiao Road
陇南路,Longnan Road
江桥路,Jiangqiao Road
丰江路,Fengjiang Road
黄家花园路,Huangjiahuayuan Road
金园三路,Jinyuan No.3 Road
曲江路,Qujiang Road
星华公路,Xinhua Hwy.
乡思东路,Xiangsi Rd. (E.)
江桥·申江路,Shenjiang Rd. (Jiangqiao)
凌志路,Lingzhi Road
拱极东路,Gongji Rd. (E.)
观海路,Guanhai Road
拱北路,Gongbei Road
张东路,Zhangdong Road
益江路,Yijang Road
高斯路,Gaosi Road
新园路,Xinyuan Road
新行路,Xinhang Road
殷行路车库,Yinhang Road Depot
上川路,Shangchuan Road
华东路,Huadong Road
港建路,Gangjian Road
申东路,Shendong Road
集海路,Jihai Road
东川公路,Dongchuan Highway
民建路,Minjian Road
民民路,Minmin Road
民区路,Minqu Road
民同路,Mintong Road
民耀路,Minyao Road
川安路,Chuan'an Road
金川路,Jinchuan Road
民雪路,Minxue Road
民春路,Minchun Road
民雨路,Minyu Road
民雷路,Minlei Road
民冬路,Mindong Road
民秋路,Minqiu Road
民风路,Minfeng Road
川沙路,Chuansha Road
衡安路,Heng'an Road
华佗路,Huatuo Road
爱迪生路,Aidisheng Road
法拉第路,Faladi Road
沈括路,Shenkuo Road
伽利略路,Jialilue Road
李冰路,Libing Road
巴黎春天百货,Printemps Paris
沪东金融大厦,Hudong Finance Skyscraper
江湾体育中心综合体育馆,Jiangwan Sports Center Gymansium
庙车公路,Miaoche Highway
环庆北路,North Huanqing Road
龙跃路,Longyue Road
越海路,Yuehai Road
明港路,Minggang Road
前哨路,Qianshao Road
龙东支路,Longdong Feeder Road
绕城高速,Raocheng Expressway
福庆路,Fuqing Road
奚阳公路,Xiyang Highway
前哨支路,Qianshao Feeder Road
朝阳路,Chaoyang Road
庆荣路,Qingrong Road
庆南路,Qingnan Road
劳动路,Laodong Road
环庆中路,Middle Huanqing Road
庆滨路,Qingbin Road
庆利路,Qingli Road
环庆东路,East Huanqing Road
凌白公路,Lingbai Highway
联星路,Lianxing Road
庆园,Qing Park
龙江河路,Longjianghe Road
向东中心路,Xiangdongzhongxin Road
向东环村路,Xiangdonghuancun Road
星升路,Xingsheng Road
凌杨路,Lingyang Road
三甲路,Sanjia Road
塘东路,Tangdong Road
川环南路,South Chuanhuan Road
华洲路,Huazhou Road
华洲东路,East Huazhou Road
川环东路,East Chuanhuan Road
曙光路,Shuguang Road
川黄路,Chuanhuang Road
华夏一路,Huaxia No. 1 Road
华夏二路,Huaxia No. 2 Road
界龙一路,Jielong No. 1 Road
翔川路,Xiangchuan Road
绣川路,Xiuchuan Road
妙栏路,Miaolan Road
保健路,Baojian Road
学北路,Xuebei Road
城南路,Chengnan Road
文化路,Wenhua Road
进贤路,Jinxian Road
新川路,Xinchuan Road
华城路,Huacheng Road
城丰路,Chengfeng Road
川银路,Chuanyin Road
新源路步行街,Xinyuan Road Pedestrian Street
民贤路,Minxian Road
城西路,Chengxi Road
西市街,Xishi Street
青厦路,Qingxia Road
广夏路,Guangxia Road
情谊路,Qingyi Road
川沙客运站,Chuansha Bus Terminal
晨阳路,Chenyang Road
川六公路,Chuanliu Highway
亮景路,Liangjing Road
湖秀路,Huxiu Road
亮秀路,Liangxiu Road
博霞路,Boxia Road
启航路 Qihang Road,Qihang Road
基地三路,Jidi No. 3 Road
2号航站楼出发,Terminal 2 Departures
2号航站楼到达/停车库,Terminal 2 Arrivals / Parking Garages
1号航站楼到达/停车库,Terminal 1 Arrivals / Parking Garages
曹家沟路,Caojiagou Road
闵松路,Minsong Road
友东路,Youdong Road
碧秀路,Bixiu Road
施新路,Shixin Road
金闻路,Jinwen Road
农南路,Nongnan Road
山花路,Shanhua Road
民强路,Minqiang Road
春林路,Chunlin Road
荣乐东路,East Rongle Road
新润路,Xinrun Road
新腾路,Xinteng Road
广贤路,Guangxian Road
都市路,Dushi Road
闵城路,Mincheng Road
广通路,Guangtong Road
宝城路,Baocheng Road
北松公路,Beisong Highway
姚北路,Yaobei Hwy.
疏影路,Shuying Road
沪亭南路,Huting Rd. (S)
沪杭公路,Huhang Highway
乐天玛特,Lotte Mart
棠浦路,Tangpu Road
金汤路,Jintang Road
丰华公路,Fenghua Hwy.
龙之梦万丽酒店,Renaissance Zhongshan Park Hotel
新福路,Xinfu Road
沙河路,Shahe Road
发祥路,Faxiang Road
日永路,Riyong Road
勤丰路,Qinfeng Road
大宅路,Dazhai Road
空港三路,Konggang No. 3 Road
迎宾八路,Yingbinba Road
空港六路,Konggangliu Road
环绿路,Huanlu Road
绿苑路,Luyuan Road
黄桦路,Huanghua Road
白樟路,Baizhang Road
东泉路,Dongquan Road
泗砖公路,Sizhuan Highway
富水路,Fushui Road
大华二路,Dahua Road (No. 2)
水泉路,Shuiquan Road
真华南路,Zhenhua Road
芝川路,Zhichuan Road
南石二路,Nanshi No.2 Road
南石四路,Nanshi No.4 Road
南石一路,Nanshi No.1 Road
太仓汽车客运站,Taicang Long Distance Bus Terminal
上海南,Shanghai South Railway Station
联明路,Lianming Road
奉浦大道,Fengpu Avenue
南桥·环城东路,Nanqiao · East Huancheng Road
靖边路,Jingbian Road
众仁路,Zhongren Road
桂果路,Guiguo Road
吉镇北路,Jizhen Rd. (N.)
姚北公路,Yaobei Hwy.
沈浦泾路,Shengpujing Road
蓝宝石路,Lanbaoshi Road
金汇路,Jinhui Road
虹五路,Hongwu Road
荣华东道,East Ronghua Avenue
古羊路,Guyang Road
玛瑙路,Manao Road
解放东路,Jiefang East Road
人民中路,Renmin Middle Road
南中路,Nan Zhong Road
新建中路,Xinjian Middle Road
解放中路,Jiefang Middle Road
解放西路,Jiefang West Road
新建西路,Xinjian West Road
南侨菜场路,S Bridge CaiChang Road
宝盛路,Baosheng Road
沈长浜街,Shenchangbang Street
富强东街,East Fuqiang Street
九星路,Jiuxing Road
殷高西路,West Yin'gao Road
南大路,Nanda Road
普陀区中心医院,Putuo Hospital
桐柏路桥,Tongbai Road
云岭东路,Yunling Rd. (E)
松蒸公路,Songzheng Highway
华泾路,Huajing Road
华展西路,West Huazhan Road
华济路,Huaji Road
龙吟路,Longyin Road
光中路,Guangzhong Road
申南路,Shennan Road
光华路,Guanghua Road
亭知路,Tingzhi Road
星兰路,Xinglan Road
星友路,Xingyou Road
厅东街,Tingdong Street
停车场街,Tingchechang Street
东兰西路,West Donglan Road
星宝东街,East Xingbao Street
星港街,Xinggang Street
漕宝路 1467 弄,1467 Caobao Road
环东二路,Huandong Road (No. 2)
闵行体育公园,Minhang sports park
星风路,Xingfeng Road
星北街,Xingbei Street
环东一路,Huandong Road (No. 1)
新镇路,Xinzhen Road
星富街,Xingfu Street
星强街,Xingqiang Street
梓康路,Zikang road
年家浜路,Nianjiabang Road
瑞浦路,Ruipu Road
康梧路,Kangwu Road
秀浦路,Xiupu Road
瑞和路,Ruihe Road
瑞浦路五灶港桥,Wuzaogang Bridge (Ruipu Road)
瑞意路,Ruiyi Road
瑞建路,Ruijian Road
沈梅东路,East Shenmei Road
周祝公路,Zhouzhu Highway
瑞安路,Ruian Road
瑞阳路,Ruiyang Road
经二路,Jing'er Road
周东路,Zhoudong Road
康沈公路,Kangshen Highway
创智天地一 二号楼,Knowledge and Innovation Community Buildings 1 and 2
康桥路,Kangqiao Road
大浦港路,Dapugang Road
京浦路,Jingpu Road
康安路,Kang'an Road
康花路,Kanghua Road
恒河北路,North Henghe Road
周园路,Zhouyuan Road
汉和路,Hanhe Road
御水路,Yushui Road
周邓公路,Zhoudeng Hwy
康达路,Kangda Road
永福路,Yongfu Road
杨复线,Yangfu Line
康桥东路,East Kangqiao Road
桃浦河桥,Wuning Road
鹤望路,Hewang Rd.
鹤霞路,Hexia Rd.
鹤栖路,Hexi Rd.
靖远路,Jingyuan Rd.
临洮南路,Lintao Rd. (S)
金运路,Jinyun Rd.
黄家花园路,Huangjiahuayuan Rd.
金园一路,Jinyuan No.1 Rd.
江桥路,Jiangqiao Rd.
高潮路,Gaochao Rd.
发祥路,Faxiang Rd.
虞姬墩路,Yujidun Rd.
日永路,Riyong Rd.
新福路,Xinfu Rd.
武都路,Wudu Rd.
北翟高架路,Beidi Elevated Rd.
真南路,Zhennan Rd.
金园八路,Jinyuan No.8 Rd.
金园五路,Jinyuan No.5 Rd.
金园四路,Jinyuan No.4 Rd.
金园六路,Jinyuan No.6 Rd.
国和中学,Guohe Middle School
家德利,Jiadeli
博地精品酒店,Bodi Boutique Hotel
上海出入境检验检疫局,Shanghai Entry-Exit Inspection and Quarantine Bureau
金辉路,Jinhui Road
幸乐路,Xing Le Road
金丰路,Jin Feng Road
枣阳路,Zaoyang Rd.
古北路,Gubei Rd.
虹许路,Hongxu Rd.
鹤旋路,Hexuan Rd.
爱特路,Aite Rd.
西栅桥路,Xishanqiao Rd.
绥徳路,Suide Rd.
浏翔公路,Liuxiang Hwy.
丰翔路,Fengxiang Rd.
浏翔公路,Liuxiang Highway
东亭南路,South DongTing Road
四通南路,South SiTong Road
兴业南路,South XingYe Road
浏太公路,LiuTai Hwy.
沪太公路,Hutai Highway
金石路,Jinshi Rd.
蕰川公路,Yunchuan Hwy.
古莲路,Gulian Rd.
上海轨道交通7号线上行,Shanghai Metro Line 7 Forward
外青松公路,Waiqingsong Highway
恒谐路,Hengxie Road
恒谐路,Hengxie Rd.
泗泾,Sijing
洞泾,Dongjing
佘山站,Sheshan station
徐南路,Xunan Rd.
嘉松南路,South Jiasong Road
嘉松南路 Jiasong Rd. (S),Jiasong Rd. (S)
苏州东路,Suzhou East Road
新蟠路,Xinpan Road
荣福路,Rongfu Road
新格路,Xinge Road
车阳路,Cheyang Road
联梅路,Lianmei Road
香车路,Xiangche Road
泾车路,Jingche Road
北闵路,Beimin Road
香泾路,Xiangjing Road
回业路,Huiye Road
华泖路,Huamao Road
新茸路,Xinrong Road
欣浪路,Xinlang Road
嘉松北路 Jiasong Rd. (N),Jiasong Rd. (N)
民丰路,Minfeng Rd.
博园路,Boyuan Rd.
玉华路,Yuhua Road
文涵路,Wenhan Road
文诚路,WenCheng Road
丹巴路,Danba Rd.
芝川路,Zhichuan Rd.
北石路,Beishi Rd.
真北支路,Zhenbei Brunch Rd.
固川路（旧）,Guchuang Rd.
桃浦路,Taopu Rd.
兰溪路,Lanxi Rd.
棠浦路,Tangpu Rd.
梅川路,Meichuan Rd.
宝杨路,Baoyang Rd.
闵塔公路,Minta Hwy
昆港公路,Kungang Hwy
普惠路,Puhui Road
裕民路,Yumin Road
文科大楼(留学生办公室),Liberal Arts Building
秀水路,Xiushui Lu
盆汤弄,Pentang Alley
元芳弄,Yuanfang Lane
先棉祠街,Xianmianci Street
天灯弄,Tiandeng Lane
豫园新路,Yuyuanxin Road
留学生公寓,International Student Residence Hall
蔑竹路,Miezhu Road
天灯弄,Tiandeng Alley
乔家路,Qiaojia Road
仙霞西路,Xianxia West Road
迎乐路,YingLe Road
环山路,Huanshan Road
佘北公路,Shebei Highway
崧泽大道,Songze Highway
漕盈路,Caoying Road
富蕴路,Fuyun Road
哈曼上海研发中心,Harman Shanghai R & D Center
榆中路,Yuzhong Rd.
嘉怡路,Jiayi Rd.
华江支路,Huajiang Branch Rd.
曲江路,Qujiang Rd.
金园二路,Jinyuan No.2 Rd.
双河路,Shuanghe Road
吉镇路,Jizhen Rd.
定边路,Dingbian Rd.
延川路,Yanchuan Rd.
棕榈路,Zonglv Rd.
清峪路,Qingyu Rd.
花家浜路,Huajiabang Rd.
园国路,Yuan Guo Road
南大路,Nanda Rd.
南翔北,Nanxiang North
古猗园南路,South Guyiyuan Road
古猗园路,Guyiyuan Road
园丰路,Yuanfeng Rd.
园泰路,Yuantai Rd.
园辉路,Yuanhui Rd.
柳华路,Liuhua Rd.
柳园路,Liuyuan Rd.
柳明路,Liuming Rd.
槎溪路,Chaxi Road
真陈路,Zhenchen Rd.
金润路,Jinrun Road
金迈路,Jinmai Road
金通路,Jintong Road
真沃路,Zhenwo Rd.
华联路,Hualian Rd.
金昌路,Jinchang Rd.
金达路,Jinda Rd.
金迎路,Jinying Rd.
金通路,Jintong Rd.
银杏路,Yinxing Road
银翔路,Yinxiang Road
上海市建平中学,Jianping Highschool
生态楼,Ecology Center
工程中心,Engineering Center
明净楼,Mingjing Building
西苑饮食广场,Xiyuan Canteen
同济大学游泳馆,Tongji Swimming Pool
同济大礼堂,Grand Hall of Tongji University
机电大厦,Mechanical and electrical building
恒汇国际大厦,Heng International Building Department
Qi Zhong Stadium,Qi Zhong Stadium
旗忠网球中心,Qizhong Tennis Center
富贵东路,East Fungui Road
康平路,Kangping Road
沪杭线 Huhang Line,Huhang Line
松浦大桥,Songpu Bridge
车亭公路,Cheting Highway
叶家宅路,Yejiazhai Road
新亚大酒店,New Asia Hotel
汉普顿庄园,Hampton Garden
剑川路,Jianchuan Rd.
莲花南路 Lian Hua Road (South),Lian Hua Road
莲花南路 Lian Hua Road,Lian Hua Road
紫日路,Ziri Road
Zihai Road,Zihai Road
同德湖,Tongde Lake
涵泽湖,Hanze Lake
龙吴路,Longwu Rd.
假日广场,Holiday Square
诺丁汉绿洲,Nottingham Greenland
温莎半岛,Windsor Penninsula
罗兰岗,Rowland Heights
丽斯花园,Leeds Garden
恭城路,Gongchang Road
东大街,East Street
新沪路,Xinhu Road
真华路,Zhenhua Rd.
胶州路 319 弄,Lane 319 of Jiaozhou Rd.
19叁III,1933
嘉涌路,Jiayong Road
协和路,Xiehe Rd.
临虹路,Linhong Rd.
白玉路,Baiyu Rd.
武威东路,East Wuwei Road
北石路 500 弄,500 Beishi Road
虹梅南路,South Hongmei Road
宝秀路,Baoxiu Road
景东路,Jingdong Road
广南路,Guangnan Road
普善路,Pushan Road
商场西路,West Shangchang Road
平型关路,Pingxingguan Road
黄渡 • 绿苑南路,Luyuan Road (South) (Huangdu)
黄渡 • 绿苑南路,Luyuan Rd. (S.) (Huangdu)
黄渡 • 绿苑路,Luyuan Road (Huangdu)
杭桂路,Hanggui Road
玉麦路,Yumai Road
新黄路,Xinhuang Road
新黄路,Xinhuang Rd.
春亭路,Chunting Rd.
联群路,Lianqun Rd.
吉亚路,Jiya Rd.
罗家村路,Luojiacun Rd.
绿苑支路,Luyuan Branch Rd.
柴家弄,Chaijia Alley
东港路,Donggang Rd.
劳动街,Laodong St.
许家村路,Xujiacun Rd.
春荣路,Chunrong Rd.
开明路,Kaiming Road
复旦科技园小学,Fudan Technology Park Elementary School
纬七路,Weiqi Road
纬六路,Weiliu Road
新江湾城体育中心,New Jiangwan Town Sports Center
新江湾城滑板公园,Xinjiangwancheng Skateboard Park
上海音乐厅,Shanghai Concert Hall
民约路,Minyue Road
民彝路,Minyi Road
文化街,Wenhua St.
中央大道,Central Ave.
金浜路,Jinbang Rd.
中泾路,Zhongjing Rd.
金汇南路,South Jinhui Road
新渔路,Xinyu Rd.
泉口路,Quankou Rd.
虹梅路,Hongmei Rd.
沪闵路,Humin Rd.
龙茗路,Longming Road
漕宝路,Caobao Rd.
莲花路,LianHua Road
徐南路 Xunan Road,Xunan Rd.
明珠路,Xuying Road
干山路,Ganshan Road
慈溪路,Cixi Road
钱仓路,Qiancang Rd.
东方路 873 弄,873 Dongfang Rd.
源深体育场,Pudong Sports Park
国安路,Guoan Road
日照路,Rizhao Rd.
荣成路,Rongcheng Road
中国保险大厦,Minsheng Bank
邹平路,Zouping Rd.
板泉路,Banquan Road
齐河路,Qihe Rd.
昌里东路,East Changli Road
浏河路,Liuhe Rd.
五角场广场,Wujiaochang Square
南翔殷路,Nanxiangyin Road
庭安路,Ting'an Road
工农公园,Gongnong Park
仁德路,Rende Rd.
上海市进才实验中学,Shanghai Jincai Experimental Junior Middle School
丁香路,Dingxiang Rd.
浦东清真寺,Pudong Mosque
四平路隧道,Siping Road Tunnel
延吉西路,West Yanji Road
内江路,Neijiang Road
安图路,Antu Road
真北路 1101 弄,1011 Zhenbei Road
欧阳路,Ouyang Road
吉祥路,Jixiang Road
真北路 1029 弄,1029 Zhenbei Road
安西路,Anxi Road
延安西路 1289 弄,1289 West Yan'an Road
新渔东路,East Xinyu Road
东明路,Dongming Rd.
梅赛德斯-奔驰文化中心,Mercedes-Benz Arena
中青路,Zhongqing Road
茜昆路,Xikun Road
丰庄西路,Fengzhuang Rd. (W)
临潭路,Lintan Rd.
临夏路,Linxia Rd.
凌志路,Lingzhi Rd.
乡思路,Xiangsi Rd.
吴杨路,Wuyang Rd.
柳青路,Liuqing Rd.
杨柳桥路,Yangliuqiao Rd.
翔黄公路,Xianghuang Highway
封杨路,Fengyang Rd.
通站路,Tongzhan Rd.
浦环路,Puhuan Rd.
曹华路,Caohua Rd.
海波路,Haibo Rd.
卧龙路,Wolong Rd.
嘉峪关路,Jiayuguan Rd.
儒林路,Rulin Rd.
靖边路,Jingbian Rd.
金钟路,Jinzhong Road
清池路,Qingchi Rd.
福泉路,Fuquan Rd.
西苏州路,West Suzhou Road
安远路,Anyuan Rd.
石泉东路,East Shiquan Road
华池路,Huachi Rd.
旬阳路,Xunyang Rd.
管弄路,Guanlong Rd.
汉阴路,Hanyin Rd.
宁强路,Ningqiang Rd.
蒲淞北路,Pusong Rd. (N.)
可乐路,Kele Rd.
环绿路,Huanlu Rd.
空港三路,Konggang No. 3 Rd.
绥宁路,Suining Rd.
严中路,Yanzhong Rd.
日本领事馆,Japanese Consulate
严丰路,Yanfeng Rd.
严民路,Yanmin Rd.
严镇路,Yanzhen Rd.
严杨路,Yanyang Rd.
云岭西路,West Yunling Road
泾阳路,Jingyang Rd.
桃源路,Taoyuan Road
广德路,Guangde Road
上海交通大学（徐汇校区）,Shanghai Jiaotong University (Xuhui Campus)
文胡路,WenHu Road
华冈路,HuaGang Road
胡甪路,Hulu Road
新绿街,Xinlv Street
贞溪南路,South ZhenXi Road
红牡丹路,HongMuDan Road
文超路,WenChao Road
胡工路,HuGong Road
环区北路,North HuanQu Road
天台路,TianTai Road
文工路,WenGong Road
新工北路,North XinGong Road
新工南路,South XinGong Road
上虞路,ShangYu Road
浩海路,HaoHai Road
文兵路,WenBing Road
东体育会支路,Dongtiyuhui Branch Rd.
湖南路,Hunan Road
机场东路,East Jichang Road
金山路,Jinshan Road
香港路,Xianggang Road
乍浦路桥,Zhapu Bridge
大名路,Daming Road
唐山路,Tangshan Road
新建路,Xinjian Road
海伦路,Hailun Rd.
金田路,Jintian Road
哥白尼路,Gebaini Road
万航渡路,Wanhangdu Rd.
民治路,Minzhi Road
潘圆公路,Panyuan Highway
松涛路,Songtao Road
外高桥保税区北,North Waigaoqiao Free Trade Zone
外高桥保税区南,South Waigaoqiao Free Trade Zone
南期昌路,Nanqichang Road
乐都西路,West Ledu Road
鼎源路,Chenghua Road
白萱路,Baixuan Road
兰谷路,Langu Road
兰嵩路,Lansong Road
秋岚路,Qiulan Road
利津路,Lijin Road
吴兴路,Wuxing Road
年家浜东路,Zhoudeng Hwy
华和大街,Huahe Dajie
恒河中路,Middle Henghe Road
秀康路,Xiukang Road
横桥路,Hengqiao Road
周康路,Zhoukang Road
关岳路,Guanyue Road
繁荣路,Fanrong Road
康弘路,Kanghong Road
韵浦路,Yunpu Road
荣华西道,West Ronghua Avenue
姚虹西路,West Yaohong Road
翠钰路,Cuiyu Road
金珠路,Jinzhu Road
银珠路,Yinzhu Road
航瑞路,Hangrui Road
鹤沙路,Hesha Road
鹤雷路,Helei Road
天雄路,Tianxiong Road
芙蓉花路,Furonghua Road
长宁路 1488 弄,1488 Changning Road
万航渡路 2505 弄,2505 Wanhangdu Road
老白石路,Old Baishi Road
浦屯路,Putun Road
启圣路,Qisheng Road
曹家浜路,Caojiabang Road
公园路,Gongyuan Road
随塘路,Suitang Road
安盛街,Anshen Street
双江路,Shuangjiang Road
仓房浜路,Cangfangbang Road
柳营路,Liuying Road
商场南路,South Shangchang Road
江场三路,Jiangchang No.3 Rd.
陈春公路,Chenchun Highway
同心路,Tongxin Road
寿阳路,Shouyang Road
春生街,Chunshen St.
池沟路,Chigou Rd.
浙江中路,Middle Zhejiang Road
同丰路,Tongfeng Rd.
康乐路,Kangle Road
四川南路,Sichuan Rd. (S)
毛家弄,Maojia Lane
仁义大道,Renyi Dadao
湛恩大道,Zhan'en Dadao
勤勉大道,Qinmian Dadao
莲中路,Lianzhong Road
莲安东路,East Lian'an Road
莲溪路,Lianxi Road
芳芯路,Fangxin Road
北新路,Beixin Road
上海证券交易所 - Shanghai Stock Exchange,Shanghai Stock Exchange
尚徳实验学校 Shangde School,Shangde School
浦华路,Puhua Rd.
良安大饭店 LiangAn Hotel,LiangAn Hotel
南园 Nanyuan Garden,Nanyuan Garden
太仓春天宾馆 Taicang Spring Hotel,Taicang Spring Hotel
太仓公园 Taicang Park,Taicang Park
蓝殿路,Landian Road
高邮路,Gaoyou Road
思源西路,Siyuan Road West
鹤庆路,Heqing Road
隐沙路,Yinsha Road
紫薇路,Ziwei Road
军工路港,Jungong Road Port
韩进物流,Hanjin Logistics
仁恒怡庭,Yanlord Townhouses
