name,name:en
耸翠亭,Songcui Pavilion
延清楼,Yanqing Tower
船舫,Stone Boat
别有天,Hidden Beauty
豫园老街,Yuyuan Old Street
黄金广场,Golden Square
九曲桥广场,Jiuquqiao Square
中心广场,Central Square
凝晖路,Ninghui Road
城隍庙,City God Temple
华宝楼,Huabao Chamber
天裕楼,Tianyu Tower
悦宾楼,Yuebin Chamber
上海老饭店,Shanghai Old Hotel
小世界会所,Xiaoshijie
景容楼,Jingrong Chamber
施惠路,Shihui Road
民办双江小学,Shuangjiang Elementary School
闵行区中心小学,Central Elementary School of Minhang District
东海广场3号楼,Donghai Plaza
晶品,Crystal Galleria
美琪大戏院,Majestic Theatre
上海交响乐团音乐厅,Shanghai Symphony Hall - Concert Hall
上海交响乐团音乐厅,Shanghai Symphony Hall - Chamber Hall
半岛花园,Bandao Garden
新湖明珠城南区,Xinhua Riverside Garden
广中路地道,Guangzhong Road Tunnel
沪亭路,Huting Rd.
松花一村,Songhua Community #1
延吉东路82弄,Lane 82 of East Yanji Road
长白二村,Changbai Community #2
松花新村第一幼儿园,Songhua Community Kindergarten No.1
大连西路40弄,Lane 40 of West Dalian Road
密云路444弄,Lane 444 of Miyun Road
大连西路4弄,Lane 4 of West Dalian Road
上海大悦城 (南),Shanghai Joy City (South)
上海大悦城 (北),Shanghai Joy City (North)
四平科技公园,Siping Science and Technology Park
新里,The House at Xintiandi
南里购物中心,Xintiandi South Block Plaza
长乐邨,Beverly Gardens
祥跃路,Xiangyue Road
严木桥路,Yanmuqiao Road
振万路,Zhenwan Road
霍尼韦尔,Honeywell
西南位育中学,South West Weiyu Middle School
金钟广场,Golden Bell Plaza
兰生大厦,Lansheng Building
东西通道 ( 预留线位 ),East-West Way ( Reserved   u/c until 2019 )
笋南路,Sunnan Road
祥凯路,Xiangkai Road
上海展览中心,Shanghai Exhibition Centre
延安中路955弄,Middle Yan'an Road 955 Lane
安福路,Anfu Road
愚园路361弄,Yuyuan Road 361 Lane
愚园路395弄,Yuyuan Road 395 Lane
二六二弄,Lane 262
卜蜂莲花,CP Lotus
外滩史陈列室,Gutzlaff Signal Tower
金盏桥,Jin Zhan Bridge
龙兰路,Longlan Road
上海联富服饰市场,Shanghai Litful Costume Market
上海轨道交通10号线(二期在建),Shanghai Metro Line 10 (Future - 2nd Term)
威海苑,Weihai Building
上海合生汇 Hopson One,Hopson One Shanghai
上海五角场凯悦酒店 Hyatt Regency,Hyatt Regency Shanghai Wujiaochang
南京西路,Nanjing Rd. (W)
春兰,Chunlan
新锦江大酒店,Jin Jiang Tower
华懋公寓,Cathay Mansion
南浦大桥 (沪军营路),Nanpu Bridge (Hujunying Road)
金定线,Jinding Line
上海監獄,Tilanqiao Prison
三淞线,Sansong Line
塘董线,Tangdong Line
南陆线,Nanlu Line
三港线,Sangang Line
东复线,Dongfu Line
银亭路,Yinting Road
天山茶城,Tianshan Tea City
四牌楼路,Sipailou Road
三牌楼路,Sanpailou Road
东海广场,Shanghai Donghai Plaza
国泰电影院,Cathay Cinema
锦崇路,Jinchong Road
新沃路,Xinwo Road
古翠路,Gucui Road
若瑟堂,Saint Joseph's Church
洛克·外滩源,Lyceum Building Rockbund
外滩美术馆,North China Branch of the Royal Asiatic Society Building
自来大楼,Shanghai Waterworks Company
沙美大楼,Shanghai Trust Building
建设大厦,Development Building
3号楼,Block 3
1号楼,Block 1
2号楼,Block 2
东方蓝海国际广场,Dongfang Blue Horizon International Square
上海大学（宝山校区南区）,Shanghai University (Baoshan South Campus)
上海大学附属中学,High School Affiliated to Shanghai University
中国福利会少年宫,Children's Palace
上海期货大厦,Shanghai Futures Building
南京西路1025弄,West Nanjing Road 1025 Lane
南京西路1129弄,West Nanjing Road 1129 Lane
北京西路,Beijing West Road
东亚展览馆,East Asia Exhibition Center
东亚壁球馆,East Asia Squash Court
申贵路地道,Shen'gui Road Tunnel
出租车蓄车场,Taxi Park
2号航站楼出发 (大客车),Terminal 2 Departure (Heavy Vehicle)
兰心大戏院,Lyceum Theatre
兰馨公寓,Lyceum Apartments
霍山公园,Huoshan Park
聚安大厦,Ju'an Building
新昌路,XInchang Lu
上海天祥质量技术服务有限公司金桥分公司,Intertek
李斯特技术中心(上海)有限公司,AVL List STC
衢虹路,Quhong Road
温虹路,Wenhong Road
申达五路,Shendawu Road
虹翔五路,Hongxiangwu Road
申达六路,Shendaliu Road
虹翔三路,Hongxiangsan Road
秋柑路,Qiugan Road
长兴岛郊野公园,Changxing Island Country Park
东斯文里,East Siwenli
上海市高桥中学,Gaoqiao High School
宝界桥,Baojie Bridge
存心桥,Cunxin Bridge
越秀桥,Yuexiu Bridge
清溪桥,Qingxi Bridge
虹湾路,Hongwan Road
上海市实验学校,Shanghai Experimental School
上海市实验学校（小学）,Shanghai Experimental School (Elementary Branch)
周家渡街道活动中心,Zhoujiadu Street Center
同济高架路,Shanghai Ring Expressway
芳芯路320弄内,Lane 320 of Fangxin Road
芳芯路210弄内,Lane 210 of Fangxin Road
中国科学院上海高等研究院,Shanghai Advanced Research Institute  CAS
兴圣教寺塔,pagoda at Xingshengjiao Temple
芳草路352弄内,Lane 352 of Fangcao Road
太阳山路,Taiyangshan Road
白杨路临时线（主线开挖）,Baiyang Road
江湾清真寺,Jiangwan Mosque
安盛别墅,Ansheng Villas
西郊枫林苑,Maple Villas
银翔湖,Yinxianghu Lake
银翔湖公园,Yinxianghu Park
宝祁路,BaoQi Rd
建虹高架路,Huaxiang Road
盈港东路,盈港东路
涞港路,Laigang Road
S1卫星厅 (在建),Satellite 1 (u/c)
中星怡景花园14号楼,Building 14
延安西路(71路专用),West Yan'an Road(For Bus #71 Only)
上海城市雕塑艺术中心,Shanghai Sculpture Space
张泾港桥,ZhuGuang Road
杨树浦水厂,Yangshupu Water Plant
莘庄中学,Xinzhuang High School
华东政法大学,East China University of Political Science
协和双语学校浦东校区,Shanghai United International School - Pudong Campus
S2卫星厅 (在建),Satellite 2 (u/c)
18号线 国权路站,L18 Guoquan Road Station
和炯路,Hejiong Road
金泰迪工作室 Build-A-Bear,Build-A-Bear
乐高 LEGO Store,LEGO Store
新旺茶餐厅 Xin Wang,Xin Wang
上海小南国 Shanghai Min,Shanghai Min
翡翠梦乐园 Crystal Jade,Crystal Jade
酷厨 KOKIO,KOKIO Gastrobar
童车和轮椅租赁 Wheelchair and Stroller Rental,Wheelchair and Stroller Rental
部落丰盛堂 Tribal Table,Tribal Table
星球大战远征基地 Star Wars Launch Bay,Star Wars Launch Bay
漫威英雄总部 Marvel Universe,Marvel Universe
小飞侠天空奇遇 Peter Pan’s Flight,Peter Pan’s Flight
川迪西河,West Chuandi River
申迪文化中心,Shendi Center
中国共产党第二次全国代表大会会址,Site of the Second Congress of the Communist Party of China
Maxus 大通假日广场,Maxus Plaza
香草集市,Herb Market
玫瑰大道,Meigui Boulevard
海棠花廊,Chinese Flowing Crabapple Corridor
游客中心,Guest Center
格致中学,Gezhi High School
锦江饭店,Jinjiang Hotel
延安中路913弄,Middle Yan'an Road 913 Lane
巨鹿路820弄,Julu Road 820 Lane
马勒住宅,Moller Villa
延安中路877弄,Middle Yan'an Road 877 Lane
常德公寓,Changde Apartment
南京西路1081弄,West Nanjing Road 1081 Lane
南京西路1173弄,West Nanjing Road 1173 Lane
上海市儿童福利院,Shanghai Children 's Welfare Institute
希勒公寓,Zhonghe Apartments
王伯群住宅,Changning Children's Palace
步高里,Cite Bourgogne
涌泉坊,Bubbling Well Lane
上海宋庆龄故居,Former Residence of Soong Chingling
张闻天故居,Residence of Zhang Wentian
第一食品商店,Shanghai First Foodmall
时装公司,Shanghai Sincere Building
市第一百货商店,Shanghai No. 1 Department Store
上海眼耳鼻喉科医院,Jewish Hospital
上海商业会计学校静安分校,Gorden Road Station
上海瑞金洲际酒店,Intercontinental Shanghai Ruijin
上海工艺美术博物馆,Shanghai Museum of Arts And Crafts
大上海电影院,Metropol Cinema
星愿公园,Wishing Star Park
Dragonfly Playground 小蜻蜓园地,Dragonfly Playground
陆家嘴国际华城,Lujiazui International City
淮海大楼,Empire Mansions
东亚大楼,Former East Asia Bank
电视社杂志社,The Shanghai Land Investment Co
广学大楼,Christian Literature Society Building
仁济医院,Renji Hospital
陕南村,King Albert Apartments
思南公馆,Sinan Mansions
小熊维尼历险记 The Many Adventures of Winnie the Pooh,The Many Adventures of Winnie the Pooh
凡迭戈剧院 El Teatro Fandango,The Fandango Theater
探险家独木舟 Explorer Canoes,Explorer Canoes
奇幻童话城堡 Enchanted Storybook Castle,Enchanted Storybook Castle
漫月轩 Wandering Moon Teahouse,Wandering Moon Teahouse
人猿泰山丛林的呼唤 Tarzan: Call of the Jungle,Tarzan: Call of the Jungle
翱翔•飞越地平线 Soarin' Over the Horizon,Soarin' Over the Horizon
小桃园清真寺,Xiao Tao Yuan Mosque
卢湾区图书馆,Luwan District Library
老藤树食栈 Tangled Tree Tavern,Tangled Tree Tavern
小飞象 Dumbo the Flying Elephant,Dumbo the Flying Elephant
吟游风味 Troubadour Treats,Troubadour Treats
西湖公寓,Washington Apartments
文庙上海文庙,Shanghai Confucian Temple
海怪小吃 The Snackin’ Kraken,The Snackin’ Kraken
邬达克纪念馆,Hudec Memorial Hall
市三女中,Shanghai No. 3 Girls' High School
幸运兔车厢 Lucky Express,Lucky Express
花间美味 Picnic Basket,Picnic Basket
上海迪士尼乐园 Shanghai Disneyland,Shanghai Disneyland
小贵客礼品屋 Be Our Guest Boutique,Be Our Guest Boutique
花园公寓,Hua Yuan Apartments
康绥公寓,Cozy Apartments
中国民生银行外滩支行,Yongnian Mansion
喷气背包飞行器 Jet Packs,Jet Packs
集贤村,Jixian Terrace
童涵春堂,Tonghanchun Pharmacy
金陵大楼,Jinling Building
丰华大楼,Butterfield & Swire
扬子饭店,Yangtze Hotel
光大银行,The Bank of Canton
美丰大楼,Former American Oriental Banking Corporation Building
浦光大楼,YMCA Building
自力大楼,Shanghai Waterworks Building
恒丰大楼,Heng-Feng Building
上海市建工集团,Former Site of the National Commercial Bank
瑞华公寓,Savoy Apartments
创极速光轮 TRON Lightcycle Power Run,TRON Lightcycle Power Run
达布隆集市,Doubloon Market
加勒比海盗-沉落宝藏之战 Pirates of the Caribbean-Battle for the Sunken Treasure,Pirates of the Caribbean-Battle for the Sunken Treasure
美施威尔洁净室系统产品（上海）有限公司,M+W Products (Shanghai) Co. Ltd.
上海医疗器械九厂,Former High Court of Special District
上海医疗器械九厂,Former Provisional Court
东方国际物流集团,The Warehouse of Bank of China
消防三支队宜昌中队,Chang Road Fire Station
宝山孔庙大成殿,Chen Huacheng Memorial Hall
上海南张安老院,Nanzhang Cathedral
梅家街,Meijia Street
书隐楼,Shuyinlou
引线弄,Yinxian Lane
东梅家街,Dongmeijia Street
玩具总动员酒店 Toy Story Hotel,Toy Story Hotel
迪士尼小镇 Disneytown,Disneytown
淮中大楼,Henry Apartments
淮海公寓,Gascogne Apartments
法国领事馆,Villa Basset
甜蜜满勺 Spoonful of Sugar,Spoonful of Sugar
蓝蛙西餐厅酒吧 blue frog bar & grill,blue frog bar & gril
新元素 Element Fresh,Element Fresh
迪士尼世界商店 World of Disney,World of Disney
明谷科技园,Minggu Science and Technology Park
新虹桥首府,New Hongqiao Apartment
福泉山遗址,Fuquanshan Site
青浦区崧泽遗址博物馆,Shanghai Songze Site Museum
上海马桥遗址,Maqiao Site
志丹苑元代水闸遗址,Zhidan Yuan Sluice Site
嘉定孔庙,Jiading Confucius Temple
港汇恒隆广场2座,Grand Gateway
微山路,Weishan Rd.
吉安路,Ji'an Road
淮海公园,Huaihai Park
民丹线,Mindan Line
歇宁线,Xiening Line
西郊体育中心,Xijiao Sports Centre
兴梅路,Xin Mei Road
火车站路,Huochezhan Road
龙美术馆（浦东馆）,Long Museum
虹梅高架路,Hongmei Elevated Road
红梅高架路,Hongmei Elevated Road
312国道,China National Highway 312
Metro Line 8: 沈杜公路 => 市光路,Metro Line 8: Shendu Highway => Shiguang Road
Metro Line 3: 江杨北路 => 上海南站,Metro Line 3: North Jiangyang Road => Shanghai South Railway Station
Metro Line 4: 内圈: 宜山路 => 宜山路,Metro Line 4: Inner Ring: Yishan Road => Yishan Road
盈湖,Yinghu Lake
Metro Line 10: 航中路 => 新江湾城,Metro Line 10: Hangzhong Road => Xinjiangwancheng
Metro Line 1: 富锦路 => 莘庄,Metro Line 1: Fujin Road => Xinzhuang
Metro Line 9: 松江南站 => 杨高中路,Metro Line 9: Songjiang South Railway Station => Middle Yanggao Road
Metro Line 13: 世博大道 => 金运路,Metro Line 13: Shibo Avenue => Jinyun Road
Metro Line 6: 东方体育中心 => 港城路,Metro Line 6: Oriental Sports Center => Gangcheng Road)
Metro Line 5: 闵行开发区 => 莘庄,Metro Line 5: Minhang Development Zone => Xinzhuang
长江 - Chang Jiang,Yangtze
张江有轨电车,Zhangjiang Tram
上海轨道交通7号线,Shanghai Metro Line 7
中国,China
320国道,China National Highway 320
长江流域,Yangtze basin
318国道,China National Highway 318
京沪高速铁路,Beijing South-Shanghai Hongqiao High-speed Railway
黄浦区,Huangpu District
浦东新区,Pudong New District
杨浦区,Yangpu District
虹口区,Hongkou District
静安区,Jing'an District
宝山区 (Baoshan),Baoshan District
普陀区 (Putuo),Putuo District
长宁区,Changning District
京沪高速,G2 Jinghu Expressway
沪昆高速,G60 Hukun Expressway
G15 沈海高速,G15 Shenyang–Haikou Expressway
沪陕高速,G40 Hushan Expressway
江苏省,Jiangsu
G50 沪渝高速,G50 Huyu Expressway
沪蓉高速,G42 Hurong Expressway
沪宁城际高速铁路,Shanghai Hongqiao-Nanjing South Intercity Railway
高中线,Gaozhong Line
徐汇区,Xuhui District
闵行区,Minhang District
嘉定区,Jiading District
世纪公园 - Century Park,Century Park
外高桥1,Waigaoqiao 1
外高桥3,Waigaoqiao 3
青草沙水库,Qingcaosha Reservoir
临江码头,Linjiang Ferry Docks
嫩江码头,Nenjiang Ferry Docks
东嫩线,Dongnen Line
森林公园,Forest Park
学生发展中心,Student Development  Center
学生工作部,Office of Students' Affairs
第一食堂,1st Cafeteria
第九宿舍,9th Dormitory
开水房,Hot Water
上海公交龙芦专线,Shanghai Bus Longlu Line
上海公交龙滨专线,Shanghai Bus Longbin Line
西佘山园,West Sheshan Park
宝山1,Baoshan 1
浦江1路,Pujiang Route 1
浦江5路,Pujiang Route 5
上海公交南南线,Shanghai Bus Nannan Line
上海公交川南专线,Shanghai Bus Chuan'nan Line
上海公交六灶1路,Shanghai Bus Liuzao Line 1
黄渡菜市场,Huangdu Food Market
黄渡派出所,Huangdu Police Station
黄渡公园,Huangdu Park
黄渡敬老院,Huangdu Elderly Nursing Home
黄渡社区卫生服务中心,Huangdu CHSC
黄兴公园湖,Huangxing Park Lake
和平饭店北楼,Peace Hotel North Building
上海浦东发展银行,Shanghai Pudong Development Bank
上海浦东展览馆,Shanghai Pudong Expo Hall
上海理工大学 (南校区),University of Shanghai for Science and Technology (South Campus)
上海理工大学,University of Shanghai for Science and Technology
四平路,Si Ping Road
上海应用技术学院,Shanghai Institute of Technology
崇明区,Chongming District
奉贤区 (Fengxian),Fengxian District
金山区 (Jinshan),Jinshan District
青浦区 (Qingpu),Qingpu District
崇明岛,Chongming Island
横沙岛,Hengsha Island
松江区,Songjiang District
HVDC 葛洲坝-上海,HVDC Gezhouba–Nan Qiao
HVDC 向家坝-上海,HVDC Xiangjiaba–Shanghai
上海大酒店,Grand Central Hotel Shanghai
日月光中心,SML Center
红星·美凯龙,Macalline
苏州市 / Suzhou,Suzhou City
太仓市 (Taicang),Taicang City
昆山市 (Kunshan),Kunshan City
上海市贸易学校,Shanghai Trade School
国家会展中心,National exhibition and convention center
Metro Line 16: 滴水湖 => 龙阳路,Metro Line 16: Dishui Lake => Longyang Road
Lake Qingjiang,Lake Qingjiang
上海科技大学,ShanghaiTech University
上海携程租车公司,Sky SOHO
Metro Line 12: 七莘路 => 金海路,Metro Line 12: Qixin Road => Jinhai Road
Metro Line 11: 迪士尼 => 嘉定北,Metro Line 11: Disney Resort => North Jiading
Metro Line 11: 嘉定北 => 迪士尼,Metro Line 11: North Jiading => Disney Resort
Metro Line 11: 迪士尼 => 花桥,Metro Line 11: Disney Resort => Huaqiao
Metro Line 11: 花桥 => 迪士尼,Metro Line 11: Huaqiao => Disney Resort
上海虹桥 (虹桥火车站),Shanghai-Hongqiao (Hongqiao Railway Station)
江苏路,Jangsu Road
Metro Line 2: 浦东国际机场 => 徐泾东,Metro Line 2: Pudong International Airport => East Xujing
Metro Line 2: 徐泾东 => 浦东国际机场,Metro Line 2: East Xujing => Pudong International Airport
亞洲公路3號線,Asian Highway AH3
亞洲公路5號線,Asian Highway AH5
大宁灵石公园,Daning Lingshi Park
鲁迅公园,Luxun Park
和平公园,Heping Park (Peace Park)
杨浦公园,Yangpu Park
汤臣高尔夫别墅,Tomson Golf Villas
西郊宾馆,Xijiao State Guest Hotel
东亚体育文化中心,Shanghai East Asia
上海西站,Shanghai West Railway Staition
上海轨道交通17号线,Shanghai Metro Line 17
中国国家高速公路网,NTHS Expressways
上海 (上海火车站),Shanghai (Shanghai Railway Station)
Metro Line 1: 莘庄 => 富锦路,Metro Line 1: Xinzhuang => Fujin Road
Metro Line 16: 龙阳路 => 滴水湖,Metro Line 16: Longyang Road => Dishui Lake
Metro Line 5: 莘庄 => 闵行开发区,Metro Line 5: Xinzhuang => Minhang Development Zone
Metro Line 3: 上海南站 => 江杨北路,Metro Line 3: Shanghai South Railway Station => North Jiangyang Road
上海轨道交通3号线,Shanghai Metro Line 3
Metro Line 7: 美兰湖 => 花木路,Metro Line 7: Meilan Lake => Huamu Road
Metro Line 7: 花木路 => 美兰湖,Metro Line 7: Huamu Road => Meilan Lake
Metro Line 6: 港城路 => 东方体育中心,Metro Line 6: Gangcheng Road => Oriental Sports Center
迎宾高速,Yinbin Expressway
天安中心大厦,Tian'an Center
佘山国家森林公园,Sheshan National Forest Park
奇妙路接驳站,Qimiao Road Station
